id,duration,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_id,subscription_type,zip_code
697683,412,3/25/2015 17:12,Market at Sansome,77,3/25/2015 17:18,Civic Center BART (7th at Market),72,362,Subscriber,94110
169366,369,1/29/2014 7:41,Temporary Transbay Terminal (Howard at Beale),55,1/29/2014 7:47,2nd at Townsend,61,366,Subscriber,94606
124695,558,12/13/2013 15:14,San Francisco City Hall,58,12/13/2013 15:23,San Francisco Caltrain (Townsend at 4th),70,522,Subscriber,95125
197479,703,2/27/2014 15:23,Beale at Market,56,2/27/2014 15:35,2nd at Townsend,61,455,Subscriber,94107
159043,375,1/19/2014 20:41,Powell Street BART,39,1/19/2014 20:47,Clay at Battery,41,544,Subscriber,94102
725672,95,4/14/2015 20:07,Beale at Market,56,4/14/2015 20:08,Beale at Market,56,559,Subscriber,94158
262314,1745,4/27/2014 13:56,Embarcadero at Bryant,54,4/27/2014 14:25,Embarcadero at Vallejo,48,479,Subscriber,94105
603932,251,1/14/2015 14:06,Civic Center BART (7th at Market),72,1/14/2015 14:10,Market at 4th,76,409,Subscriber,94103
621626,411,1/28/2015 8:49,San Francisco Caltrain (Townsend at 4th),70,1/28/2015 8:56,Howard at 2nd,63,469,Subscriber,94306
232617,553,3/31/2014 19:26,Temporary Transbay Terminal (Howard at Beale),55,3/31/2014 19:35,Embarcadero at Sansome,60,406,Subscriber,94105
392079,355,8/3/2014 16:05,Spear at Folsom,49,8/3/2014 16:11,Clay at Battery,41,393,Subscriber,94501
795429,535,6/5/2015 9:07,San Francisco Caltrain (Townsend at 4th),70,6/5/2015 9:15,Temporary Transbay Terminal (Howard at Beale),55,625,Subscriber,94404
904362,558,8/25/2015 12:23,2nd at Folsom,62,8/25/2015 12:33,Townsend at 7th,65,317,Subscriber,94706
444426,321,9/9/2014 11:12,Post at Kearny,47,9/9/2014 11:18,Mechanics Plaza (Market at Battery),75,628,Subscriber,94105
389013,349,7/31/2014 16:58,2nd at South Park,64,7/31/2014 17:04,Market at Sansome,77,504,Subscriber,95616
825447,2881,6/28/2015 11:53,South Van Ness at Market,66,6/28/2015 12:41,South Van Ness at Market,66,277,Customer,95632
806149,119,6/13/2015 21:07,Adobe on Almaden,5,6/13/2015 21:09,Santa Clara at Almaden,4,217,Subscriber,94070
92663,514,11/12/2013 8:12,Market at 4th,76,11/12/2013 8:21,South Van Ness at Market,66,391,Subscriber,94041
542519,663,11/13/2014 7:52,San Francisco Caltrain 2 (330 Townsend),69,11/13/2014 8:03,Market at 10th,67,570,Subscriber,94403
581441,495,12/19/2014 17:12,5th at Howard,57,12/19/2014 17:20,San Francisco Caltrain (Townsend at 4th),70,507,Subscriber,94402
225725,1117,3/24/2014 18:38,San Jose Diridon Caltrain Station,2,3/24/2014 18:56,Japantown,9,656,Customer,95112
782777,347,5/27/2015 13:38,St James Park,13,5/27/2015 13:44,Paseo de San Antonio,7,293,Subscriber,95112
437290,374,9/3/2014 23:28,Market at 10th,67,9/3/2014 23:34,Market at 4th,76,345,Customer,33138
228536,928,3/27/2014 9:41,2nd at Folsom,62,3/27/2014 9:57,San Francisco City Hall,58,313,Subscriber,94107
547754,304,11/17/2014 16:43,Yerba Buena Center of the Arts (3rd @ Howard),68,11/17/2014 16:48,San Francisco Caltrain (Townsend at 4th),70,459,Subscriber,94401
483445,184,10/5/2014 7:40,South Van Ness at Market,66,10/5/2014 7:43,Civic Center BART (7th at Market),72,415,Subscriber,94102
385690,809,7/29/2014 19:06,Clay at Battery,41,7/29/2014 19:19,Embarcadero at Folsom,51,409,Customer,7670
95018,590,11/13/2013 17:36,South Van Ness at Market,66,11/13/2013 17:46,5th at Howard,57,549,Subscriber,94102
475322,741,9/30/2014 7:25,San Francisco Caltrain (Townsend at 4th),70,9/30/2014 7:37,Harry Bridges Plaza (Ferry Building),50,274,Subscriber,94303
219591,684,3/19/2014 9:51,Powell at Post (Union Square),71,3/19/2014 10:03,Yerba Buena Center of the Arts (3rd @ Howard),68,370,Customer,nil
818909,408,6/23/2015 16:53,2nd at Folsom,62,6/23/2015 17:00,San Francisco Caltrain (Townsend at 4th),70,398,Subscriber,95112
719347,443,4/9/2015 19:21,Market at 10th,67,4/9/2015 19:28,San Francisco Caltrain (Townsend at 4th),70,608,Subscriber,94102
586517,746,12/28/2014 11:09,Grant Avenue at Columbus Avenue,73,12/28/2014 11:22,5th at Howard,57,537,Subscriber,94133
118595,742,12/8/2013 11:02,Market at Sansome,77,12/8/2013 11:15,Steuart at Market,74,444,Customer,4022
382882,348,7/28/2014 10:20,Mountain View Caltrain Station,28,7/28/2014 10:26,Castro Street and El Camino Real,32,110,Subscriber,94123
243005,542,4/9/2014 20:16,2nd at Townsend,61,4/9/2014 20:25,Market at Sansome,77,280,Subscriber,94306
128863,349,12/17/2013 17:45,Post at Kearney,47,12/17/2013 17:50,Grant Avenue at Columbus Avenue,73,438,Subscriber,94109
213966,307,3/14/2014 11:32,SJSU 4th at San Carlos,12,3/14/2014 11:37,San Pedro Square,6,643,Subscriber,95110
387208,258,7/30/2014 17:05,2nd at South Park,64,7/30/2014 17:09,San Francisco Caltrain 2 (330 Townsend),69,620,Subscriber,94107
852627,992,7/19/2015 12:36,San Antonio Shopping Center,31,7/19/2015 12:53,Mountain View City Hall,27,21,Customer,2143
126964,554,12/16/2013 11:17,San Francisco Caltrain 2 (330 Townsend),69,12/16/2013 11:27,Spear at Folsom,49,532,Subscriber,94121
233661,288,4/2/2014 8:41,Mountain View Caltrain Station,28,4/2/2014 8:46,Castro Street and El Camino Real,32,18,Subscriber,94040
529438,518,11/4/2014 17:47,Temporary Transbay Terminal (Howard at Beale),55,11/4/2014 17:56,San Francisco Caltrain 2 (330 Townsend),69,336,Subscriber,94403
461032,208,9/19/2014 12:47,Howard at 2nd,63,9/19/2014 12:50,2nd at South Park,64,579,Subscriber,94501
365942,615,7/16/2014 9:01,San Francisco Caltrain (Townsend at 4th),70,7/16/2014 9:11,Steuart at Market,74,568,Subscriber,94403
690105,330,3/19/2015 20:12,San Francisco Caltrain (Townsend at 4th),70,3/19/2015 20:18,5th at Howard,57,434,Subscriber,94108
746490,564,4/29/2015 18:01,Embarcadero at Folsom,51,4/29/2015 18:11,San Francisco Caltrain 2 (330 Townsend),69,528,Subscriber,94010
755596,904,5/6/2015 12:52,Townsend at 7th,65,5/6/2015 13:07,2nd at Townsend,61,491,Customer,94118
760200,5001,5/9/2015 14:26,Market at Sansome,77,5/9/2015 15:50,2nd at Townsend,61,371,Customer,33018
517857,217,10/27/2014 18:47,Palo Alto Caltrain Station,34,10/27/2014 18:51,Cowper at University,37,662,Subscriber,94070
177889,222,2/6/2014 17:15,2nd at South Park,64,2/6/2014 17:18,Market at Sansome,77,411,Subscriber,94588
824301,772,6/26/2015 17:29,Temporary Transbay Terminal (Howard at Beale),55,6/26/2015 17:42,South Van Ness at Market,66,419,Subscriber,94103
325119,1203,6/15/2014 18:34,Steuart at Market,74,6/15/2014 18:54,San Francisco Caltrain 2 (330 Townsend),69,383,Customer,94041
821945,653,6/25/2015 10:16,2nd at South Park,64,6/25/2015 10:27,Market at 4th,76,478,Subscriber,94107
855641,1195,7/21/2015 13:21,Embarcadero at Folsom,51,7/21/2015 13:41,Embarcadero at Bryant,54,519,Subscriber,94105
249333,956,4/15/2014 17:13,Mechanics Plaza (Market at Battery),75,4/15/2014 17:29,Embarcadero at Bryant,54,336,Subscriber,94105
584249,825,12/23/2014 11:10,Market at 4th,76,12/23/2014 11:23,Embarcadero at Vallejo,48,268,Subscriber,94123
875736,827,8/4/2015 18:08,Harry Bridges Plaza (Ferry Building),50,8/4/2015 18:22,Powell Street BART,39,572,Customer,nil
851643,1047,7/17/2015 17:22,Steuart at Market,74,7/17/2015 17:39,San Francisco Caltrain 2 (330 Townsend),69,96,Subscriber,94107
603939,787,1/14/2015 14:11,SJSU - San Salvador at 9th,16,1/14/2015 14:24,San Jose Diridon Caltrain Station,2,76,Subscriber,95112
721976,508,4/12/2015 16:37,San Francisco Caltrain 2 (330 Townsend),69,4/12/2015 16:45,5th at Howard,57,189,Subscriber,94103
296971,1228,5/24/2014 13:31,Steuart at Market,74,5/24/2014 13:51,2nd at Townsend,61,572,Customer,77081
610639,234,1/20/2015 9:27,2nd at South Park,64,1/20/2015 9:31,Howard at 2nd,63,334,Subscriber,94107
811520,332,6/17/2015 18:06,Embarcadero at Folsom,51,6/17/2015 18:11,Mechanics Plaza (Market at Battery),75,632,Subscriber,94703
72340,1222,10/25/2013 17:16,2nd at South Park,64,10/25/2013 17:36,San Francisco City Hall,58,558,Subscriber,94065
910128,657,8/28/2015 16:13,Beale at Market,56,8/28/2015 16:23,Powell Street BART,39,327,Customer,94501
114615,986,12/4/2013 8:18,Grant Avenue at Columbus Avenue,73,12/4/2013 8:34,2nd at Townsend,61,622,Subscriber,94133
367090,399,7/16/2014 18:38,Embarcadero at Sansome,60,7/16/2014 18:45,Harry Bridges Plaza (Ferry Building),50,581,Subscriber,94111
741919,339,4/27/2015 8:31,Powell Street BART,39,4/27/2015 8:36,Market at Sansome,77,502,Subscriber,94402
416247,652,8/20/2014 8:07,Embarcadero at Sansome,60,8/20/2014 8:18,Howard at 2nd,63,629,Subscriber,94105
599226,624,1/11/2015 12:49,Washington at Kearny,46,1/11/2015 13:00,Powell at Post (Union Square),71,312,Customer,95616
543283,1051,11/13/2014 15:19,Civic Center BART (7th at Market),72,11/13/2014 15:36,Civic Center BART (7th at Market),72,589,Customer,94062
421054,601,8/22/2014 18:48,Japantown,9,8/22/2014 18:58,San Pedro Square,6,646,Customer,95112
224440,643,3/23/2014 17:26,Embarcadero at Bryant,54,3/23/2014 17:37,San Francisco Caltrain (Townsend at 4th),70,461,Customer,94133
412801,337,8/18/2014 8:37,Market at Sansome,77,8/18/2014 8:42,2nd at South Park,64,428,Subscriber,94501
34939,786,9/25/2013 17:15,Steuart at Market,74,9/25/2013 17:28,San Francisco Caltrain (Townsend at 4th),70,276,Subscriber,94303
885467,245,8/11/2015 18:04,San Francisco Caltrain 2 (330 Townsend),69,8/11/2015 18:08,Townsend at 7th,65,400,Subscriber,94107
196217,230,2/25/2014 20:48,San Francisco Caltrain (Townsend at 4th),70,2/25/2014 20:51,Townsend at 7th,65,560,Subscriber,94107
686225,964,3/17/2015 18:19,South Van Ness at Market,66,3/17/2015 18:35,Temporary Transbay Terminal (Howard at Beale),55,515,Subscriber,94611
9977,775,9/3/2013 16:36,South Van Ness at Market,66,9/3/2013 16:49,Beale at Market,56,354,Subscriber,94597
823464,576,6/26/2015 9:09,Market at 10th,67,6/26/2015 9:19,Yerba Buena Center of the Arts (3rd @ Howard),68,338,Subscriber,94102
219510,470,3/19/2014 9:27,2nd at South Park,64,3/19/2014 9:34,Post at Kearny,47,529,Subscriber,94107
33277,483,9/24/2013 16:51,2nd at South Park,64,9/24/2013 16:59,Market at Sansome,77,330,Subscriber,94709
586638,1283,12/28/2014 13:46,South Van Ness at Market,66,12/28/2014 14:07,Harry Bridges Plaza (Ferry Building),50,134,Customer,94103
